,story_id,person,aliases,label,subject_sentences,is_dialogue,count_lexicon,is_subject,is_object,subject_sentences_stem
683,15,Tokoh-7,['simargolang'],antagonist,"Suatu ketika, ""Anakku Sri Pandan, engkau kini telah meranjak dewasa, dan selama ini engkau telah dilatih dalam pekerjaan-pekerjaan rumah tangga dan sudah tiba saatnya engkau untuk menaiki jenjang rumah tangga,"" demikian kata pembukaan Raja Simargolang ketika puterinya dipanggil untuk menghadap.",1,2,0,0,anak sri pandan engkau meranjak dewasa engkau latih kerja kerja rumah tangga engkau jenjang rumah tangga buka raja simargolang puter panggil hadap
684,15,Tokoh-7,['simargolang'],antagonist,Sejenak Raja Simargolang menghentikan kata-katanya dan menatap wajah puterinya.,0,0,0,0,raja simargolang henti tatap wajah puter
685,15,Tokoh-7,['simargolang'],antagonist,"""Sekarang katakanlah bahwasanya kau telah dapat menerima pinangan Raja Aceh itu,"" ucap Raja Simargolang membujuk puterinya.",1,-1,0,0,kau terima pinang raja aceh raja simargolang bujuk puter
686,15,Tokoh-7,['simargolang'],antagonist,"Sri Pandan mengangkat kepalanya, menatap Raja Simargolang dengan mata basah, dan berkata, ""Ayahanda, maafkanlah anakanda jika akhirnya nanti apa yang anakanda katakan ini menusuk hati ayahanda.",1,0,0,0,sri pandan angkat kepala tatap raja simargolang mata basah ayahanda maaf anakanda anakanda tusuk hati ayahanda
687,15,Tokoh-7,['simargolang'],antagonist,bentak Raja Simargolang.,0,0,0,0,bentak raja simargolang
688,15,Tokoh-7,['simargolang'],antagonist,bentak Raja Simargolang seolah-olah tidak sabar lagi mendengarkan alunan suara puterinya.,0,2,0,0,bentak raja simargolang olah sabar dengar alun suara puter
689,15,Tokoh-7,['simargolang'],antagonist,"Raja Simargolang bagaikan kena sangat kalajengking, bangkit sambil menghentakkan kakinya dengan muka merah padam, dia bergumam, ""Kalau Sri Pandan telah berani mencorengkan arang di mukaku dan... kau harus menjauhkan diri dari si Hatoban.",1,0,0,0,raja simargolang kena kalajengking bangkit menghentakkan kaki muka merah padam gumam sri pandan berani coreng arang muka kau jauh si hatoban
690,15,Tokoh-7,['simargolang'],antagonist,"Dan si Hatoban akan..."" Raja Simargolang tidak sanggup lagi melanjutkan kata-katanya.",1,2,0,0,si hatoban raja simargolang sanggup lanjut
691,15,Tokoh-7,['simargolang'],antagonist,Pertemuan yang menegangkan itu telah merisaukan pikiran Raja Simargolang.,0,1,0,0,temu tegang risau pikir raja simargolang
681,15,Tokoh-7,['simargolang'],antagonist,"Impian itu akan terwujud menurut Raja Simargolang, karena pada suatu hari utusan Raja Aceh datang hendak melamar sang puteri Sri Pandan.",0,0,0,0,impi wujud raja simargolang utus raja aceh lamar sang puter sri pandan
692,15,Tokoh-7,['simargolang'],antagonist,Tetapi kata-kata ini kemudian hilang karena Raja Simargolang ingat akan harga dirinya dan keinginannya untuk menikahkan Puteri Sri Pandan dengan Putera Mahkota.,0,2,0,0,hilang raja simargolang harga ingin nikah puter sri pandan putera mahkota
665,15,Tokoh-4,"['ayahanda raja', 'ayahandanya', 'ayahanda', 'ayah']",antagonist,"Hatinya seperti teriris-iris mendengar penghinaan ayahandanya terhadap si Hatoban, kekasihnya.",0,0,0,0,hati iris iris dengar hina ayahanda si hatoban kasih
663,15,Tokoh-4,"['ayahanda raja', 'ayahandanya', 'ayahanda', 'ayah']",antagonist,"""Ayahanda adalah seorang yang adil dan bijaksana, yang memerintah kerajaan ini dengan baik.",1,3,1,0,ayahanda adil bijaksana perintah raja
642,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Tidak ada pilihan lain untukmu selain mencintai Raja Aceh itu, dan kau harus tahu persoalan ini adalah persoalan martabat, masalah nama baik ayahanda, seorang raja.""",1,3,0,1,pilih untuk cinta raja aceh kau martabat nama ayahanda raja
649,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Setelah mengerti apa yang telah terjadi, si Hatoban berkata, ""Kekasihku Sri Pandan, dari dulu sudah kukatakan bahwa Tuanku Raja tidak akan merestui hubungan kita ini, tetapi engkau tetap berkeras akan melanjutkannya.",1,2,0,0,erti si hatoban kasih sri pandan kata tuanku raja restu hubung engkau keras lanjut
650,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Di sana, mereka memutuskan untuk hidup sederhana, jauh dari kejaran para utusan raja yang mungkin sudah mencarinya.",0,1,0,0,putus hidup sederhana kejar utus raja cari
664,15,Tokoh-4,"['ayahanda raja', 'ayahandanya', 'ayahanda', 'ayah']",antagonist,Semua orang ayah pertahankan dengan kewajiban dan hak yang sama.,0,2,0,0,orang ayah tahan wajib hak
651,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Namun, meskipun hidup mereka lebih tenang di desa tersebut, bayang-bayang raja dan hukum kerajaan tetap mengintai.",0,1,0,0,hidup tenang desa bayang bayang raja hukum raja intai
654,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Beberapa bulan kemudian, pasukan raja berhasil menemukan Sri Pandan dan Hatoban yang sedang tinggal di sebuah desa kecil.",0,2,0,0,pasu raja hasil temu sri pandan hatoban tinggal desa
655,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Raja Simargolang, meskipun marah dan kecewa, akhirnya terdiam.",0,0,1,0,raja simargolang marah kecewa diam
656,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Akhirnya, meskipun dengan hati yang berat, Raja Simargolang memberi restunya, dan Sri Pandan serta Hatoban melanjutkan hidup mereka bersama.",0,2,1,0,hati berat raja simargolang restu sri pandan hatoban lanjut hidup
657,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Sementara itu, Raja Simargolang, meskipun tetap memimpin kerajaannya, tidak pernah lupa akan puterinya.",0,1,1,1,raja simargolang pimpin raja lupa puter
660,15,Tokoh-4,"['ayahanda raja', 'ayahandanya', 'ayahanda', 'ayah']",antagonist,"Sri Pandan dengan rasa hiba kembali berkata, ""Ayahanda, kasihanilah diri anakanda ini, hati telah tertambat dan janji sudah dipadu.",1,-1,1,0,sri pandan hiba ayahanda kasihan anakanda hati tambat janji padu
661,15,Tokoh-4,"['ayahanda raja', 'ayahandanya', 'ayahanda', 'ayah']",antagonist,"Laki-laki itu seorang yang hina, ayahanda, tetapi jurang perbedaan kedudukan telah ditimbun oleh kasih sayang.""",1,0,0,0,laki laki hina ayahanda jurang beda duduk timbun kasih sayang
662,15,Tokoh-4,"['ayahanda raja', 'ayahandanya', 'ayahanda', 'ayah']",antagonist,"""Laki-laki itu pasti ayahanda kenal, dia dekat dengan kita, pembantu yang setia... si Hatoban,"" ujar puteri.",1,0,1,0,laki laki ayahanda kenal bantu setia si hatoban puter
652,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Raja Simargolang, setelah mendengar kabar bahwa puterinya menghilang, segera memerintahkan pencarian besar-besaran.",0,3,1,0,raja simargolang dengar kabar puter hilang perintah cari besar
2292,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,"Sebelum Chandrakirana melakukan tugasnya, diam-diam permaisuri masuk ke ruang dapur dan menaruh racun di dalam gelas teh yang telah disiapkan pelayan istana untuk dibawa Chandrakirana menghadap ayahandanya.",0,2,1,0,chandrakirana tugas diam diam permaisuri masuk ruang dapur taruh racun gelas teh siap layan istana bawa chandrakirana hadap ayahanda
2293,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,"Hati sang permaisuri berdegup kencang karena ketika hendak keluar dari pintu dapur, ia berpapasan dengan Chandrakirana.",0,0,0,0,hati sang permaisuri degup kencang pintu dapur papas chandrakirana
2294,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,Gadis ini menyangka sang permaisuri bersimpati kepadanya.,0,2,1,0,gadis sangka sang permaisuri simpat
2295,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,Permaisuri menuding ke arah Chandrakirana.,0,0,1,0,permaisuri tuding arah chandrakirana
2296,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,"Sebagai penghargaan atas keteguhan dan keberaniannya, Raja Panjalu memberikan gelar kepada Chandrakirana sebagai permaisuri Kediri yang bijaksana dan penuh kasih.",0,2,0,1,harga teguh berani raja panjalu gelar chandrakirana permaisuri diri bijaksana penuh kasih
2321,79,Tokoh-7,"['nenek', 'nenek gagak ireng', 'gagak']",antagonist,"Sang ibu menyarankan agar pergi ke Nenek Gagak Ireng, dukun wanita yang terkenal ampuh ilmu sihirnya.",0,3,0,1,sang saran pergi nenek gagak ireng dukun wanita kenal ampuh ilmu sihir
2322,79,Tokoh-7,"['nenek', 'nenek gagak ireng', 'gagak']",antagonist,"Demi citacitanya bersanding dengan Raden Inu Kertapati, ia rela pergi jauh ke tempat Nenek Gagak Ireng.",0,-1,0,0,citacitanya sanding raden inu kertapati rela pergi nenek gagak ireng
2323,79,Tokoh-7,"['nenek', 'nenek gagak ireng', 'gagak']",antagonist,"Tanpa diketahui Chandrakirana, sejak tadi, dari kejauhan, Dewi Ajeng dan Nenek Gagak Ireng mengikutinya diam-diam.",0,0,0,0,chandrakirana jauh dewi ajeng nenek gagak ireng ikut diam diam
2324,79,Tokoh-7,"['nenek', 'nenek gagak ireng', 'gagak']",antagonist,"""Nenek Gagak Ireng, itu dia Chandrakirana,"" bisik Dewi Ajeng.",1,0,1,0,nenek gagak ireng chandrakirana bisik dewi ajeng
768,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Mereka telah menjadi ayah dan ibu, dan memberi nama anak mereka Tador.",0,2,0,0,ayah nama anak tador
2291,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,Itulah yang akan dimanfaatkan permaisuri.,0,1,0,1,manfaat permaisuri
769,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Sementara itu, sang ibu terlihat pada bagian dahi, mata, dan rambutnya yang lurus, tidak seperti ayah yang berambut ikal.",0,2,1,0,sang dahi mata rambut lurus ayah rambut ikal
771,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Maksudnya, dia tidak harus terus bersama sang ibu.",0,1,0,0,maksud sang
772,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,Bisa saja dia bersama nenek ketika ibunya membantu ayah dan kakek ke ladang dan sawah.,0,1,1,0,nenek ibu bantu ayah kakek ladang sawah
773,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,Pun dia bisa bersama ibu jika nenek membantu kakek atau jika ayah berladang dan bersawah.,0,0,0,0,nenek bantu kakek ayah ladang sawah
774,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Ayah, ibu, dan nenek langsung panik.",0,0,0,0,ayah nenek langsung panik
775,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Ayah, ibu, dan nenek seperti tidak berhenti menangis.",0,-2,0,0,ayah nenek henti menang
776,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,Tador telah tertidur dalam gendongan sang ibu.,0,1,0,0,tador tidur gendong sang
777,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,Ayah dan ibu pergi ke ladang dan sawah.,0,1,0,0,ayah pergi ladang sawah
778,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Beberapa kali ibu berusaha menghibur, meminta nenek ke ladang dan sawah.",0,1,1,0,kali usaha hibur nenek ladang sawah
779,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,Mereka menyiapkan makanan sembari menanti ayah dan ibu kembali dari ladang dan sawah.,0,1,0,0,makan sembari ayah ladang sawah
780,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Sehabis salat subuh, ayah dan ibu bersiap berangkat ke ladang dan sawah.",0,0,0,0,habis salat subuh ayah berangkat ladang sawah
770,16,Tokoh-1,"['ibu tador', 'ibunya', 'ibumu', 'ibu']",antagonist,"Ayah, ibu, kakek, dan nenek seakan tidak mau bergantian menggendongnya.",0,1,0,0,ayah kakek nenek akan ganti gendong
2290,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,"Permaisuri diam sejenak, kemudian tersenyum cerah.",0,2,1,0,permaisuri diam senyum cerah
2288,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,"Dengan permaisuri barunya itu, ia mempunyai puteri bernama Dewi Ajeng.",0,1,0,1,permaisuri baru puter nama dewi ajeng
2261,57,Tokoh-4,['babi'],antagonist,"Setelah ditelusuri, ia menemukan jejak babi hutan meski rasanya tak mungkin karena kebun miliknya dikelilingi pagar yang tinggi.",0,2,0,0,telusur temu jejak babi hutan kebun milik keliling pagar
2262,57,Tokoh-4,['babi'],antagonist,"Hari semakin malam, setelah lama menunggu, akhirnya ia memergoki kawanan babi hutan yang menyerang kebunnya.",0,-3,0,0,malam tunggu pergok kawan babi hutan serang kebun
2263,57,Tokoh-4,['babi'],antagonist,"Benar saja, tak seperti babi hutan biasa yang akan putar balik saat melihat pagar, jenis satu ini malah melompati pagar dengan mudahnya.",0,3,0,1,babi hutan putar pagar jenis lompat pagar mudah
2264,57,Tokoh-4,['babi'],antagonist,"Kaget sekaligus panik, petani langsung melempar tombak ke seekor babi hutan yang berjarak paling dekat dari tempat persembunyiannya hingga menancap di bagian perut sebelah kanan.",0,1,0,1,kaget panik tani langsung lempar tombak ekor babi hutan jarak sembunyi tancap perut belah kanan
2265,57,Tokoh-4,['babi'],antagonist,"Babi hutan itu mengerang kesakitan dan kabur dengan begitu cepat, sekaligus membuat kawanannya kaget.",0,2,1,0,babi hutan erang sakit kabur cepat kawan kaget
2266,57,Tokoh-4,['babi'],antagonist,"Petani merasa percuma mengejar babi hutan itu di malam hari, tapi ia harus mendapatkan tombaknya kembali agar tidak terkena kutukan leluhur.",0,-2,0,1,tani kejar babi hutan malam tombak kena kutu leluhur
2267,57,Tokoh-4,['babi'],antagonist,"Saat matahari mulai terbit, petani segera mengikuti jejak kaki dan darah babi hutan yang kabur bersama tombak warisannya.",0,-2,0,0,matahari terbit tani ikut jejak kaki darah babi hutan kabur tombak waris
2268,57,Tokoh-4,['babi'],antagonist,Ditolong Siluman Penyu Sang petani jauh-jauh mengikuti jejak si babi hutan hingga sampai ke tepi pantai.,0,1,0,0,tolong siluman penyu sang tani ikut jejak si babi hutan tepi pantai
2269,57,Tokoh-4,['babi'],antagonist,"Pikirnya itu mustahil, karena berarti para babi hutan itu terbang atau berenang ke pulau seberang saat salah satu di antaranya luka berat.",0,2,1,0,pikir mustahil babi hutan terbang renang pulau seberang salah luka berat
2289,79,Tokoh-2,"['permaisuri kediri', 'permaisuri']",antagonist,"Sementara itu, Dewi Ajeng, putri permaisuri yang baru, wajahnya juga cantik, tapi masih lebih cantik dan lembut wajah Chandrakirana.",0,2,0,0,dewi ajeng putri permaisuri wajah cantik cantik lembut wajah chandrakirana
2270,57,Tokoh-4,['babi'],antagonist,Tapi tak ada tubuh babi tergeletak di sepanjang perjalanan sang petani menelusuri jejak.,0,1,0,0,tubuh babi geletak jalan sang tani telusur jejak
2272,57,Tokoh-4,['babi'],antagonist,"Sambil gemetar, ia pun menanyakan kepada siluman penyu mengenai komplotan babi hutan yang sedang dicarinya.",0,-1,0,0,gemetar siluman penyu komplot babi hutan cari
2273,57,Tokoh-4,['babi'],antagonist,"Pikirnya, jika komplotan babi itu menyeberang dengan siluman penyu setiap malam, pasti nenek sempat melihat mereka sesekali.",0,0,0,0,pikir komplot babi seberang siluman penyu malam nenek
2274,57,Tokoh-4,['babi'],antagonist,"Benar saja, nenek mengatakan jika babi hutan yang dikisahkan oleh sang petani memang berasal dari pulau tempat tinggalnya.",0,0,1,0,nenek babi hutan kisah sang tani asal pulau tinggal
2275,57,Tokoh-4,['babi'],antagonist,"Namun, itu bukan babi hutan biasa melainkan sekelompok orang berilmu yang bisa berubah bentuk.",0,1,0,0,babi hutan kelompok orang beril ubah bentuk
2276,57,Tokoh-4,['babi'],antagonist,"Sebelum melanjutkan perjalanan, nenek memberi ramuan ajaib buatannya dan petuah untuk meminta imbalan Numbu Ranggata dan batu sakral Watu Maladong pada babi hutan yang ia lukai.",0,2,0,0,lanjut jalan nenek ramu ajaib buat petuah imbal numbu ranggata batu sakral watu maladong babi hutan luka
2277,57,Tokoh-4,['babi'],antagonist,Bertolaklah petani ke desa terdekat tempat para babi hutan incarannya tinggal.,0,2,0,0,tolak tani desa dekat babi hutan incar tinggal
2278,57,Tokoh-4,['babi'],antagonist,"Pertemuan Kembali dengan Numbu Ranggata Mendengar omongan warga, petani yakin jika Kepala Desa itu adalah babi hutan yang berhasil ia lukai tempo hari.",0,3,0,0,temu numbu ranggata dengar omong warga tani kepala desa babi hutan hasil luka tempo
2279,57,Tokoh-4,['babi'],antagonist,Kepala Desa yang telah berubah menjadi babi hutan raksasa menatap tajam petani.,0,3,0,1,kepala desa ubah babi hutan raksasa tatap tajam tani
2280,57,Tokoh-4,['babi'],antagonist,Duel dimulai dengan serangan pertama dari Kepala Desa yang berubah menjadi babi hutan.,0,2,0,1,duel serang kepala desa ubah babi hutan
2281,57,Tokoh-4,['babi'],antagonist,"Dengan suara gemuruh, Kepala Desa yang berubah menjadi babi hutan itu tersungkur ke tanah.",0,1,0,1,suara gemuruh kepala desa ubah babi hutan sungkur tanah
2271,57,Tokoh-4,['babi'],antagonist,"Artinya, babi yang terluka itu pasti ikut menyeberang.",0,-3,1,0,babi luka seberang
637,15,Tokoh-3,"['raja simargolang', 'raja']",antagonist,"Kau pun tentu sudah tahu, utusan Raja Aceh telah datang ke Kerajaan ini untuk melamarmu.""",1,0,0,1,kau utus raja aceh raja lamar
2979,105,Tokoh-32,['lahuda'],antagonist,"Lalu Lahuda menjawab, ""Itu si Cokeng.""",1,1,1,0,lahuda si cokeng
2978,105,Tokoh-32,['lahuda'],antagonist,"Pada suatu hari, Lahuda pergi berdagang keluar negeri, dan Banta Ahmad disuruh duduk di bawah sebatang pohon mangga di halaman istana itu.",0,-1,1,0,lahuda pergi dagang negeri banta ahmad suruh duduk batang pohon mangga halaman istana
2977,105,Tokoh-32,['lahuda'],antagonist,Kemudian oleh Lahuda disuruhnya Banta Ahmad untuk mengembala kambing.,0,-1,0,1,lahuda suruh banta ahmad mengembala kambing
2976,105,Tokoh-32,['lahuda'],antagonist,"Akhirnya, Lahuda menyuruh agar Banta Ahmad dilepaskan.",0,-2,1,0,lahuda suruh banta ahmad lepas
2975,105,Tokoh-32,['lahuda'],antagonist,"Ia marah pada Banta Ahmad dan menyuruh pelayannya supaya mengikatnya di dekat W.C. Melihat hal itu, isteri Lahuda merasa tidak senang atas perbuatan yang keji itu.",0,0,0,0,marah banta ahmad suruh layan ikat w c isteri lahuda senang buat keji
2974,105,Tokoh-32,['lahuda'],antagonist,"Tetapi kira-kira pukul 10.00, isteri Lahuda pun bangun dan melihat bahwa Banta Ahmad sudah terikat dekat W.C. Rupanya sewaktu Lahuda dibangunkan oleh anaknya, Lahuda mengatakan bahwa barang-barang Banta Ahmad itu tidak ada padanya.",0,3,1,0,isteri lahuda bangun banta ahmad ikat w c lahuda bangun anak lahuda barang barang banta ahmad
2973,105,Tokoh-32,['lahuda'],antagonist,Dimintanya anak Lahuda itu supaya membangunkan ayahnya.,0,0,0,0,minta anak lahuda bangun ayah
2972,105,Tokoh-32,['lahuda'],antagonist,"Hari sudah pukul 09.00 pagi, Banta Ahmad sudah gelisah; ia hendak meninggalkan desa itu, sedangkan Lahuda belum juga bangun dari tidurnya.",0,0,1,0,pagi banta ahmad gelisah tinggal desa lahuda bangun tidur
2971,105,Tokoh-32,['lahuda'],antagonist,Kiranya Lahuda itu sudah berniat jahat kepadanya.,0,-1,1,0,lahuda niat jahat
2970,105,Tokoh-32,['lahuda'],antagonist,"Malam itu, Banta Ahmad dijamu oleh Lahuda dengan baik sekali.",0,1,0,1,malam banta ahmad jamu lahuda
2980,105,Tokoh-32,['lahuda'],antagonist,"Kemudian Lahuda menjual Banta Ahmad kepada raja, lalu raja menyerahkan kepada puterinya yang ketujuh, yang belum memiliki budak.",0,3,1,0,lahuda jual banta ahmad raja raja serah puter tujuh milik budak
2969,105,Tokoh-32,['lahuda'],antagonist,"Rupanya, bujuk rayu Lahuda itu berhasil, lalu Banta Ahmad berangkatlah ke rumahnya.",0,0,0,0,bujuk rayu lahuda hasil banta ahmad berangkat rumah
2967,105,Tokoh-32,['lahuda'],antagonist,Seketika itu pula Lahuda menyuruh agar Banta Ahmad itu dibawa pulang oleh mereka ke rumahnya.,0,0,1,0,lahuda suruh banta ahmad bawa pulang rumah
2966,105,Tokoh-32,['lahuda'],antagonist,Lahuda mengatakan kepada mereka bahwa cahaya itu adalah cahaya intan.,0,-1,1,0,lahuda cahaya cahaya intan
2965,105,Tokoh-32,['lahuda'],antagonist,Hal yang aneh itu segera mereka laporkan kepada Lahuda.,0,2,0,1,aneh lapor lahuda
2964,105,Tokoh-32,['lahuda'],antagonist,Mereka lalu mengambil lampu ke rumah Lahuda.,0,-1,0,0,ambil lampu rumah lahuda
2963,105,Tokoh-32,['lahuda'],antagonist,"Ketika Lahuda mengetahui bahwa tamu tersebut mau menginap di surau, lalu ia menyuruh beberapa orang pemuda untuk mengantarkan nasi kepada Banta Ahmad, tamu yang menginap di surau itu.",0,-1,1,0,lahuda tamu inap surau suruh orang pemuda antar nasi banta ahmad tamu inap surau
2962,105,Tokoh-32,['lahuda'],antagonist,"Setelah pemuda-pemuda yang diutus ke surau mengetahui bahwa yang berazan itu adalah seorang tamu yang belum mereka kenal, lalu mereka pun pulang untuk melaporkan kepada Lahuda.",0,2,0,1,pemuda pemuda utus surau azan tamu kenal pulang lapor lahuda
2961,105,Tokoh-32,['lahuda'],antagonist,"Kemudian, salah seorang yang cerdik di kampung itu, yang bernama Lahuda, menyuruh beberapa orang pemuda pergi ke surau untuk menyelidikinya.",0,1,0,1,salah cerdik kampung nama lahuda suruh orang pemuda pergi surau selidik
483,13,Tokoh-2,"['ayahmu', 'ayah']",antagonist,"Mereka menemukan bahwa anak-anak mereka sudah dimakamkan, tetapi hantu Si Beru Tandang Karo dan Si Beru Tandang Meriah terus menangis di atas kuburan mereka, meratapi kesedihan karena ayah dan ibu mereka lebih memilih uang daripada anak-anak mereka.",0,-2,1,0,temu anak anak makam hantu si beru tandang karo si beru tandang riah menang kubur ratap sedih ayah pilih uang anak anak
484,13,Tokoh-2,"['ayahmu', 'ayah']",antagonist,"Sudah sering ayah dan ibu dipanggil ke tanah alas, tapi sekali pun mereka tidak datang.",0,-2,1,0,ayah panggil tanah alas
485,13,Tokoh-2,"['ayahmu', 'ayah']",antagonist,"Sekali lagi pun berbicara bersama ayah dan ibu, tapi sampai sekarang ini, sudah setahun kubur kami pun tidak terlihatnya, entah satu pun mereka tidak akan kembali lagi... ui... ui,"" jawabnya sambil menangis.",1,0,0,1,bicara ayah tahun kubur lihat ui ui menang
2968,105,Tokoh-32,['lahuda'],antagonist,"Akhirnya datanglah Lahuda sendiri untuk memintanya pulang sambil mengatakan, ""Marilah Tuan tidur di rumah saya, di sini banyak pencuri, dan nanti barang-barang Tuan akan kecurian.""",1,-2,0,1,datang lahuda minta pulang mari tuan tidur rumah curi barang barang tuan curi
486,13,Tokoh-2,"['ayahmu', 'ayah']",antagonist,"Lagi pula, ayah dan ibumu sudah tidak perduli kepadamu,"" kata pesuruh itu.",1,0,1,0,ayah ibu duli kepada suruh
2981,105,Tokoh-32,['lahuda'],antagonist,"Mendengar ucapan raja, seluruh rakyat diam, lalu Lahuda menjawab, ""Sayalah, Tuanku, yang akan membunuh garuda itu.""",1,2,1,0,dengar ucap raja rakyat diam lahuda tuanku bunuh garuda
